id,year,category,nominee,artist
1617,2006,Best Musical Album For Children,Catch That Train!,Dan Zanes And Friends
1618,2006,Best Spoken Word Album For Children,"Blah Blah Blah: Stories About Clams, Swamp Monsters, Pirates & Dogs",Bill Harley
1619,2006,"Best Spoken Word Album (Includes Poetry, Audio Books & Story Telling)",Our Endangered Values: America's Moral Crisis,Jimmy Carter
1620,2006,"Best Spoken Word Album (Includes Poetry, Audio Books & Story Telling)",With Ossie And Ruby:  In This Life Together,Ossie Davis & Ruby Dee
1621,2006,Best Comedy Album,The Carnegie Hall Performance,Lewis Black
1623,2006,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Walk The Line,Joaquin Phoenix & Various Artists
1625,2006,"Best Song Written For Motion Picture, Television Or Other Visual Media",Our Town (From Cars),"Randy Newman, songwriter (James Taylor)"
1649,2006,Best Classical Crossover Album,Simple Gifts,Bryn Terfel
1650,2006,Best Short Form Music Video,Here It Goes Again,OK Go
1651,2006,Best Long Form Music Video,Wings For Wheels: The Making Of Born To Run,Bruce Springsteen
1652,2005,Record Of The Year,Boulevard Of Broken Dreams,Green Day
1653,2005,Album Of The Year,How To Dismantle An Atomic Bomb,U2
1656,2005,Best Female Pop Vocal Performance,Since U Been Gone,Kelly Clarkson
1657,2005,Best Male Pop Vocal Performance,From The Bottom Of My Heart,Stevie Wonder
1658,2005,Best Pop Performance By A Duo Or Group With Vocal,This Love,Maroon 5
1659,2005,Best Pop Collaboration With Vocals,Feel Good Inc.,Gorillaz Featuring De La Soul
1660,2005,Best Pop Instrumental Performance,Caravan,Les Paul
1661,2005,Best Pop Instrumental Album,At This Time,Burt Bacharach
1662,2005,Best Pop Vocal Album,Breakaway,Kelly Clarkson
1663,2005,Best Dance Recording,Galvanize,The Chemical Brothers Featuring Q-Tip
1664,2005,Best Electronic/Dance Album,Push The Button,The Chemical Brothers
1665,2005,Best Traditional Pop Vocal Album,The Art Of Romance,Tony Bennett
1666,2005,Best Solo Rock Vocal Performance,Devils & Dust,Bruce Springsteen
1667,2005,Best Rock Performance By A Duo Or Group With Vocal,Sometimes You Can't Make It On Your Own,U2
1668,2005,Best Hard Rock Performance,B.Y.O.B.,System Of A Down
1669,2005,Best Metal Performance,Before I Forget,Slipknot
1670,2005,Best Rock Instrumental Performance,69 Freedom Special,Les Paul & Friends
1672,2005,Best Rock Album,How To Dismantle An Atomic Bomb,U2
1673,2005,Best Alternative Music Album,Get Behind Me Satan,The White Stripes
1674,2005,Best Female R&B Vocal Performance,We Belong Together,Mariah Carey
1675,2005,Best Male R&B Vocal Performance,Ordinary People,John Legend
1676,2005,Best R&B Performance By A Duo Or Group With Vocals,So Amazing,Beyoncé & Stevie Wonder
1677,2005,Best Traditional R&B Vocal Performance,A House Is Not A Home,Aretha Franklin
1678,2005,Best Urban/Alternative Performance,Welcome To Jamrock,Damian Marley
1680,2005,Best R&B Album,Get Lifted,John Legend
1681,2005,Best Contemporary R&B Album,The Emancipation Of Mimi,Mariah Carey
1682,2005,Best Rap Solo Performance,Gold Digger,Kanye West
1683,2005,Best Rap Performance By A Duo Or Group,Don't Phunk With My Heart,The Black Eyed Peas
1684,2005,Best Rap/Sung Collaboration,Numb/Encore,Jay-Z Featuring Linkin Park
1686,2005,Best Rap Album,Late Registration,Kanye West
1687,2005,Best Female Country Vocal Performance,The Connection,Emmylou Harris
1688,2005,Best Male Country Vocal Performance,You'll Think Of Me,Keith Urban
1689,2005,Best Country Performance By A Duo Or Group With Vocal,Restless,Alison Krauss And Union Station
1690,2005,Best Country Collaboration With Vocals,Like We Never Loved At All,Faith Hill & Tim McGraw
1691,2005,Best Country Instrumental Performance,Unionhouse Branch,Alison Krauss And Union Station
1693,2005,Best Country Album,Lonely Runs Both Ways,Alison Krauss And Union Station
1694,2005,Best Bluegrass Album,The Company We Keep,The Del McCoury Band
1695,2005,Best New Age Album,Silver Solstice,Paul Winter Consort
1696,2005,Best Contemporary Jazz Album,The Way Up,Pat Metheny Group
1697,2005,Best Jazz Vocal Album,"Good Night, And Good Luck.",Dianne Reeves
1699,2005,"Best Jazz Instrumental Album, Individual or Group",Beyond The Sound Barrier,Wayne Shorter Quartet
1700,2005,Best Large Jazz Ensemble Album,Overtime,Dave Holland Big Band
1701,2005,Best Latin Jazz Album,Listen Here!,Eddie Palmieri
1702,2005,Best Gospel Performance,Pray,CeCe Winans
1704,2005,Best Rock Gospel Album,Until My Heart Caves In,Audio Adrenaline
1705,2005,Best Pop/Contemporary Gospel Album,Lifesong,Casting Crowns
1706,2005,"Best Southern, Country, or Bluegrass Gospel Album",Rock Of Ages...Hymns & Faith,Amy Grant
1707,2005,Best Traditional Soul Gospel Album,"Psalms, Hymns & Spiritual Songs",Donnie McClurkin
1708,2005,Best Contemporary Soul Gospel Album,Purified,CeCe Winans
1710,2005,Best Latin Pop Album,Escucha,Laura Pausini
1711,2005,Best Latin Rock/Alternative Album,Fijación Oral Vol. 1,Shakira
1712,2005,Best Traditional Tropical Latin Album,Bebo De Cuba,Bebo Valdés
1713,2005,Best Salsa/Merengue Album,Son Del Alma,Willy Chirino
1714,2005,Best Mexican/Mexican-American Album,México En La Piel,Luis Miguel
1715,2005,Best Tejano Album,Chicanisimo,Little Joe Y La Familia
1716,2005,Best Traditional Blues Album,80,B.B. King & Friends
1717,2005,Best Contemporary Blues Album,Cost Of Living,Delbert McClinton
1718,2005,Best Traditional Folk Album,Fiddler's Green,Tim O'Brien
1719,2005,Best Contemporary Folk Album,Fair & Square,John Prine
1720,2005,Best Native American Music Album,Sacred Ground - A Tribute To Mother Earth,(Various Artists)
1721,2005,Best Hawaiian Music Album,Masters Of Hawaiian Slack Key Guitar - Vol. 1,(Various Artists)
1722,2005,Best Reggae Album,Welcome To Jamrock,Damian Marley
1723,2005,Best Traditional World Music Album,In The Heart Of The Moon,Ali Farka Touré & Toumani Diabaté
1724,2005,Best Contemporary World Music Album,Eletracústico,Gilberto Gil
1725,2005,Best Polka Album,"Shake, Rattle And Polka!",Jimmy Sturr And His Orchestra
1726,2005,Best Musical Album For Children,Songs From The Neighborhood - The Music Of Mister Rogers,(Various Artists)
1727,2005,Best Spoken Word Album For Children,Marlo Thomas & Friends: Thanks & Giving All Year Long,(Various Artists)
1728,2005,Best Spoken Word Album,Dreams From My Father (Senator Barack Obama),Senator Barack Obama
1729,2005,Best Comedy Album,Never Scared,Chris Rock
1731,2005,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Ray,Ray Charles
1733,2005,"Best Song Written For Motion Picture, Television Or Other Visual Media",Believe (From The Polar Express),"Glen Ballard & Alan Silvestri, songwriters (Josh Groban)"
1757,2005,Best Classical Crossover Album,4 + Four,Turtle Island String Quartet With Ying Quartet
1758,2005,Best Short Form Music Video,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop
1759,2005,Best Long Form Music Video,No Direction Home,Bob Dylan
1760,2004,Record Of The Year,Here We Go Again,Ray Charles & Norah Jones
1835,2004,Best Spoken Word Album,My Life,Bill Clinton
1761,2004,Album Of The Year,Genius Loves Company,Ray Charles & Various Artists
1764,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones
1765,2004,Best Male Pop Vocal Performance,Daughters,John Mayer
1766,2004,Best Pop Performance By A Duo Or Group With Vocal,Heaven,Los Lonely Boys
1767,2004,Best Pop Collaboration With Vocals,Here We Go Again,Ray Charles & Norah Jones
1768,2004,Best Pop Instrumental Performance,11th Commandment,Ben Harper
1769,2004,Best Pop Instrumental Album,Henry Mancini: Pink Guitar,(Various Artists)
1770,2004,Best Pop Vocal Album,Genius Loves Company,Ray Charles & Various Artists
1771,2004,Best Dance Recording,Toxic,Britney Spears
1772,2004,Best Electronic/Dance Album,Kish Kash,Basement Jaxx
1773,2004,Best Traditional Pop Vocal Album,Stardust...The Great American Songbook Volume III,Rod Stewart
1774,2004,Best Solo Rock Vocal Performance,Code Of Silence,Bruce Springsteen
1775,2004,Best Rock Performance By A Duo Or Group With Vocal,Vertigo,U2
1776,2004,Best Hard Rock Performance,Slither,Velvet Revolver
1777,2004,Best Metal Performance,Whiplash,Motörhead
1778,2004,Best Rock Instrumental Performance,Mrs. O'Leary's Cow,Brian Wilson
1780,2004,Best Rock Album,American Idiot,Green Day
1781,2004,Best Alternative Music Album,A Ghost Is Born,Wilco
1782,2004,Best Female R&B Vocal Performance,If I Ain't Got You,Alicia Keys
1783,2004,Best Male R&B Vocal Performance,Call My Name,Prince
1784,2004,Best R&B Performance By A Duo Or Group With Vocals,My Boo,Usher & Alicia Keys
1785,2004,Best Traditional R&B Vocal Performance,Musicology,Prince
1786,2004,Best Urban/Alternative Performance,Cross My Mind,Jill Scott
1788,2004,Best R&B Album,The Diary Of Alicia Keys,Alicia Keys
1789,2004,Best Contemporary R&B Album,Confessions,Usher
1790,2004,Best Rap Solo Performance,99 Problems,Jay-Z
1791,2004,Best Rap Performance By A Duo Or Group,Let's Get It Started,The Black Eyed Peas
1792,2004,Best Rap/Sung Collaboration,Yeah!,Usher Featuring Lil Jon & Ludacris
1794,2004,Best Rap Album,The College Dropout,Kanye West
1795,2004,Best Female Country Vocal Performance,Redneck Woman,Gretchen Wilson
1796,2004,Best Male Country Vocal Performance,Live Like You Were Dying,Tim McGraw
1797,2004,Best Country Performance By A Duo Or Group With Vocal,Top Of The World,Dixie Chicks
1798,2004,Best Country Collaboration With Vocals,Portland Oregon,Loretta Lynn & Jack White
1799,2004,Best Country Instrumental Performance,Earl's Breakdown,"Nitty Gritty Dirt Band Featuring Earl Scruggs, Randy Scruggs, Vassar Clements & Jerry Douglas"
1801,2004,Best Country Album,Van Lear Rose,Loretta Lynn
1802,2004,Best Bluegrass Album,Brand New Strings,Ricky Skaggs & Kentucky Thunder
1803,2004,Best New Age Album,Returning,Will Ackerman
1804,2004,Best Contemporary Jazz Album,Unspeakable,Bill Frisell
1805,2004,Best Jazz Vocal Album,"R.S.V.P. (Rare Songs, Very Personal)",Nancy Wilson
1807,2004,"Best Jazz Instrumental Album, Individual or Group",Illuminations,"McCoy Tyner With Gary Bartz, Terence Blanchard, Christian McBride & Lewis Nash"
1808,2004,Best Large Jazz Ensemble Album,Concert In The Garden,Maria Schneider Orchestra
1809,2004,Best Latin Jazz Album,Land Of The Sun,Charlie Haden
1810,2004,Best Gospel Performance,Heaven Help Us All,Ray Charles & Gladys Knight
1811,2004,Best Rock Gospel Album,Wire,Third Day
1909,2003,Best Country Album,"Livin', Lovin',  Losin' - Songs Of The Louvin Brothers",(Various Artists)
1812,2004,Best Pop/Contemporary Gospel Album,All Things New,Steven Curtis Chapman
1813,2004,"Best Southern, Country, or Bluegrass Gospel Album",Worship & Faith,Randy Travis
1814,2004,Best Traditional Soul Gospel Album,There Will Be A Light,Ben Harper & The Blind Boys Of Alabama
1815,2004,Best Contemporary Soul Gospel Album,Nothing Without You,Smokie Norful
1817,2004,Best Latin Pop Album,Amar Sin Mentiras,Marc Anthony
1818,2004,Best Latin Rock/Alternative Album,Street Signs,Ozomatli
1819,2004,Best Traditional Tropical Latin Album,¡Ahora Sí!,"Israel López ""Cachao"""
1820,2004,Best Salsa/Merengue Album,Across 110th Street,Spanish Harlem Orchestra Featuring Rubén Blades
1821,2004,Best Mexican/Mexican-American Album,Intimamente,Intocable
1822,2004,Best Tejano Album,"Polkas, Gritos y Acordeónes","David Lee Garza, Joel Guzman & Sunny Sauceda"
1823,2004,Best Traditional Blues Album,Blues To The Bone,Etta James
1824,2004,Best Contemporary Blues Album,Keep It Simple,Keb' Mo'
1825,2004,Best Traditional Folk Album,Beautiful Dreamer - The Songs Of Stephen Foster,(Various Artists)
1826,2004,Best Contemporary Folk Album,The Revolution Starts...Now,Steve Earle
1827,2004,Best Native American Music Album,Cedar Dream Songs,Bill Miller
1828,2004,Best Hawaiian Music Album,Slack Key Guitar Volume 2,(Various Artists)
1829,2004,Best Reggae Album,True Love,Toots & The Maytals
1830,2004,Best Traditional World Music Album,Raise Your Spirit Higher,Ladysmith Black Mambazo
1831,2004,Best Contemporary World Music Album,Egypt,Youssou N'Dour
1832,2004,Best Polka Album,Let's Kiss: 25th Anniversary Album,Brave Combo
1833,2004,Best Musical Album For Children,cELLAbration! A Tribute To Ella Jenkins,(Various Artists)
1834,2004,Best Spoken Word Album For Children,The Train They Call The City Of New Orleans,Tom Chapin
1838,2004,"Best Compilation Soundtrack Album For A Motion Picture, Television Or Other Visual Media",Garden State,(Various Artists)
1840,2004,"Best Song Written For A Motion Picture, Television Or Other Visual Media",Into The West (From The Lord Of The Rings - The Return Of The King),"Annie Lennox, Howard Shore & Fran Walsh, songwriters (Annie Lennox)"
1864,2004,Best Classical Crossover Album,LAGQ's Guitar Heroes,Los Angeles Guitar Quartet
1865,2004,Best Short Form Music Video,Vertigo,U2
1866,2004,Best Long Form Music Video,Concert For George,(Various Artists)
1867,2003,Record Of The Year,Clocks,Coldplay
1868,2003,Album Of The Year,Speakerboxxx/The Love Below,OutKast
1871,2003,Best Female Pop Vocal Performance,Beautiful,Christina Aguilera
1872,2003,Best Male Pop Vocal Performance,Cry Me A River,Justin Timberlake
1873,2003,Best Pop Performance By A Duo Or Group With Vocal,Underneath It All,No Doubt
1874,2003,Best Pop Collaboration With Vocals,Whenever I Say Your Name,Sting & Mary J. Blige
1875,2003,Best Pop Instrumental Performance,Marwa Blues,George Harrison
1876,2003,Best Pop Instrumental Album,Mambo Sinuendo,Ry Cooder & Manuel Galbán
1877,2003,Best Pop Vocal Album,Justified,Justin Timberlake
1878,2003,Best Dance Recording,Come Into My World,Kylie Minogue
1879,2003,Best Traditional Pop Vocal Album,A Wonderful World,Tony Bennett & k.d. lang
1880,2003,Best Female Rock Vocal Performance,Trouble,Pink
1881,2003,Best Male Rock Vocal Performance,Gravedigger,Dave Matthews
1882,2003,Best Rock Performance By A Duo Or Group With Vocal,Disorder In The House,Warren Zevon & Bruce Springsteen
1883,2003,Best Hard Rock Performance,Bring Me To Life,Evanescence Featuring Paul McCoy
1884,2003,Best Metal Performance,St. Anger,Metallica
1885,2003,Best Rock Instrumental Performance,Plan B,Jeff Beck
1887,2003,Best Rock Album,One By One,Foo Fighters
1888,2003,Best Alternative Music Album,Elephant,The White Stripes
1889,2003,Best Female R&B Vocal Performance,Dangerously In Love 2,Beyoncé
1890,2003,Best Male R&B Vocal Performance,Dance With My Father,Luther Vandross
1891,2003,Best R&B Performance By A Duo Or Group With Vocals,The Closer I Get To You,Beyoncé & Luther Vandross
1892,2003,Best Traditional R&B Vocal Performance,Wonderful,Aretha Franklin
1893,2003,Best Urban/Alternative Performance,Hey Ya!,OutKast
1895,2003,Best R&B Album,Dance With My Father,Luther Vandross
1896,2003,Best Contemporary R&B Album,Dangerously In Love,Beyoncé
1897,2003,Best Female Rap Solo Performance,Work It,Missy Elliott
1898,2003,Best Male Rap Solo Performance,Lose Yourself,Eminem
1899,2003,Best Rap Performance By A Duo Or Group,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
1900,2003,Best Rap/Sung Collaboration,Crazy In Love,Beyoncé Featuring Jay-Z
1902,2003,Best Rap Album,Speakerboxxx/The Love Below,OutKast
1903,2003,Best Female Country Vocal Performance,Keep On The Sunny Side,June Carter Cash
1904,2003,Best Male Country Vocal Performance,Next Big Thing,Vince Gill
1905,2003,Best Country Performance By A Duo Or Group With Vocal,A Simple Life,Ricky Skaggs & Kentucky Thunder
1906,2003,Best Country Collaboration With Vocals,How's The World Treating You,James Taylor & Alison Krauss
1907,2003,Best Country Instrumental Performance,Cluck Old Hen,Alison Krauss & Union Station
1910,2003,Best Bluegrass Album,Live,Alison Krauss & Union Station
1911,2003,Best New Age Album,One Quiet Night,Pat Metheny
1912,2003,Best Contemporary Jazz Album,34th N Lex,Randy Brecker
1913,2003,Best Jazz Vocal Album,A Little Moonlight,Dianne Reeves
1915,2003,"Best Jazz Instrumental Album, Individual or Group",Alegría,Wayne Shorter
1916,2003,Best Large Jazz Ensemble Album,Wide Angles,Michael Brecker Quindectet
1917,2003,Best Latin Jazz Album,Live At The Blue Note,"Michel Camilo With Charles Flores & Horacio ""El Negro"" Hernandez"
1918,2003,Best Rock Gospel Album,Worldwide,Audio Adrenaline
1919,2003,Best Pop/Contemporary Gospel Album,Worship Again,Michael W. Smith
1920,2003,"Best Southern, Country, or Bluegrass Gospel Album",Rise And Shine,Randy Travis
1921,2003,Best Traditional Soul Gospel Album,Go Tell It On The Mountain,The Blind Boys Of Alabama
1922,2003,Best Contemporary Soul Gospel Album,...Again,Donnie McClurkin
1924,2003,Best Latin Pop Album,No Es Lo Mismo,Alejandro Sanz
1925,2003,Best Latin Rock/Alternative Album,Cuatro Caminos,Café Tacuba
1926,2003,Best Traditional Tropical Latin Album,Buenos Hermanos,Ibrahim Ferrer
1927,2003,Best Salsa/Merengue Album,Regalo Del Alma,Celia Cruz
1928,2003,Best Mexican/Mexican-American Album,Afortunado,Joan Sebastian
1929,2003,Best Tejano Album,Si Me Faltas Tu,Jimmy Gonzalez y El Grupo Mazz
1930,2003,Best Traditional Blues Album,Blues Singer,Buddy Guy
1931,2003,Best Contemporary Blues Album,Let's Roll,Etta James
1932,2003,Best Traditional Folk Album,Wildwood Flower,June Carter Cash
1933,2003,Best Contemporary Folk Album,The Wind,Warren Zevon
1934,2003,Best Native American Music Album,Flying Free,Black Eagle
1935,2003,Best Reggae Album,Dutty Rock,Sean Paul
1936,2003,Best Traditional World Music Album,Sacred Tibetan Chant,The Monks Of Sherab Ling Monastery
1937,2003,Best Contemporary World Music Album,Voz D'Amor,Cesaria Evora
1938,2003,Best Polka Album,Let's Polka 'Round,Jimmy Sturr
1939,2003,Best Musical Album For Children,Bon Appétit!,Cathy Fink And Marcy Marxer
